호박노래연습장,"대구광역시 북구 학정로 415 (동천동, 메가타운)",대구광역시 북구 동천동 912-3 202호 ,2020-10-13
숲에노래연습장,대구광역시 북구 서변로 83-1 (서변동),대구광역시 북구 서변동 1740-1 ,2020-10-13
영빈노래연습장,"대구광역시 북구 침산남로 56, 지하1층 (노원동1가)",대구광역시 북구 노원동1가 9-1 ,2020-10-13
유통노래연습장,대구광역시 북구 유통단지로13길 46 (산격동),대구광역시 북구 산격동 14-144 지상1층 ,2020-10-13
제우스노래연습장,"대구광역시 북구 동변로 101, 지상2층 (동변동)",대구광역시 북구 동변동 662-8 지상2층 ,2020-10-13
뉴캐슬노래연습장,대구광역시 북구 원대로 117-1 (노원동1가),대구광역시 북구 노원동1가 12-2 지하1층 ,2020-10-13
소리통노래연습장,대구광역시 북구 대현로 99 (대현동),대구광역시 북구 대현동 155-7 지하1층 ,2020-10-13
킹노래연습장,대구광역시 북구 구리로36길 5-1 (국우동),대구광역시 북구 국우동 1117-10 지상1층 ,2020-10-13
팡팡노래연습장,대구광역시 북구 구암로 193 (구암동),대구광역시 북구 구암동 792-18 지상2층 ,2020-10-13
동백노래연습장,대구광역시 북구 동북로 126 (산격동),대구광역시 북구 산격동 1203-7 지하1층 ,2020-10-13
제이스노래연습장,대구광역시 북구 태전로 38 (태전동),대구광역시 북구 태전동 252-3 지하1층 ,2020-10-13
황금노래연습장,대구광역시 북구 동북로 256 (복현동),대구광역시 북구 복현동 427-6 ,2020-10-13
국빈노래연습장,대구광역시 북구 칠성남로 230 (칠성동1가),대구광역시 북구 칠성동1가 150-2 지상2층 ,2020-10-13
키스노래연습장,"대구광역시 북구 경진로1길 48, 2층 (복현동)",대구광역시 북구 복현동 430-4 ,2020-10-13
로얄노래연습장,대구광역시 북구 동천로23길 18-16 (동천동),대구광역시 북구 동천동 907-5 지하1층 ,2020-10-13
침산노래연습장,대구광역시 북구 침산남로19길 6 (침산동),대구광역시 북구 침산동 363-2 B동 지하1층 ,2020-10-13
미인노래연습장,대구광역시 북구 학정로 522 (학정동),대구광역시 북구 학정동 941-12 지상2층 ,2020-10-13
용노래연습장,"대구광역시 북구 동천로 127 (동천동, 호수빌딩)",대구광역시 북구 동천동 902-2 지하1층 ,2020-10-13
썸씽노래연습장,대구광역시 북구 구암로17길 1 (읍내동),대구광역시 북구 읍내동 1122 지하1층 ,2020-10-13
축제노래연습장,대구광역시 북구 구암로39길 18 (구암동),대구광역시 북구 구암동 794-15 지상1층 ,2020-10-13
거기노래연습장,대구광역시 북구 칠곡중앙대로65길 22-1 (태전동),대구광역시 북구 태전동 986-17 (지상1층) ,2020-10-13
파도노래연습장,대구광역시 북구 경진로1길 17 (복현동),대구광역시 북구 복현동 415 (지하1층) ,2020-10-13
텐프로노래연습장,대구광역시 북구 구암로 142 (구암동),대구광역시 북구 구암동 649-3 (지하1층) ,2020-10-13
신바람노래연습장,대구광역시 북구 동북로 154-1 (산격동),대구광역시 북구 산격동 1238-3 (지하1층) ,2020-10-13
카스노래연습장,대구광역시 북구 학정로 426 (구암동),대구광역시 북구 구암동 766 (지상2층) ,2020-10-13
애인노래연습장,대구광역시 북구 구암로60길 64 (구암동),대구광역시 북구 구암동 112 (지상2층) ,2020-10-13
아우디노래연습장,대구광역시 북구 동천로 126 (동천동),대구광역시 북구 동천동 909-7 (지하1층) ,2020-10-13
스카이노래연습장,대구광역시 북구 학남로1길 8 (학정동),대구광역시 북구 학정동 945-19 (지상2층) ,2020-10-13
미소노래연습장,대구광역시 북구 관음중앙로 36 (관음동),대구광역시 북구 관음동 1360-4 (지하1층) ,2020-10-13
큐노래연습장,대구광역시 북구 학정로106길 17 (학정동),대구광역시 북구 학정동 928-7 지상2층 ,2020-10-13
M노래연습장,대구광역시 북구 학정로106길 5 (학정동),대구광역시 북구 학정동 928-1 (지상2층) ,2020-10-13
필통노래연습장,대구광역시 북구 동북로 319 (복현동),대구광역시 북구 복현동 375-33 ,2020-10-13
궁노래연습장,"대구광역시 북구 구암로 147, 지하1층 (동천동)",대구광역시 북구 동천동 877 ,2020-10-13
쇼노래연습장,대구광역시 북구 산격로 98 (산격동),대구광역시 북구 산격동 1235-23 (지상2층) ,2020-10-13
체리노래연습장,대구광역시 북구 칠곡중앙대로65길 12-1 (태전동),대구광역시 북구 태전동 987-17 (지상1층) ,2020-10-13
휴노래연습장,대구광역시 북구 칠곡중앙대로69길 13 (태전동),대구광역시 북구 태전동 981-1 (지상2층) ,2020-10-13
쇼노래연습장,대구광역시 북구 서변로 87 (서변동),대구광역시 북구 서변동 1739-9 ,2020-10-13
토마토노래연습장,대구광역시 북구 옥산로 78 (고성동3가),대구광역시 북구 고성동3가 38-10 ,2020-10-13
금별은별노래연습장,대구광역시 북구 매전로 6 (매천동),대구광역시 북구 매천동 681 (3층) ,2020-10-13
토마토2 노래연습장,대구광역시 북구 옥산로 78 (고성동3가),대구광역시 북구 고성동3가 38-10 지상2층 ,2020-10-13
칸노래연습장,대구광역시 북구 칠곡중앙대로65길 18 (태전동),대구광역시 북구 태전동 986-12 ,2020-10-13
파크노래연습장,"대구광역시 북구 매전로 8, 2층 (매천동)",대구광역시 북구 매천동 680 ,2020-10-13
뉴동전노래연습장,"대구광역시 북구 대학로 85, 지하1층 (산격동)",대구광역시 북구 산격동 1341-6 ,2020-10-13
락노래연습장,대구광역시 북구 대학로15길 2 (산격동),대구광역시 북구 산격동 1399-4 ,2020-10-13
뉴초록사과노래연습장,"대구광역시 북구 옥산로 106, 2층 (고성동3가)",대구광역시 북구 고성동3가 13-1 ,2020-10-13
키스노래연습장,대구광역시 북구 신암로 75 (대현동),대구광역시 북구 대현동 340-2 ,2020-10-13
에쿠스노래연습장,대구광역시 북구 침산로 162-6 (침산동),대구광역시 북구 침산동 295-17 ,2020-10-13
쇼노래연습장,대구광역시 북구 옥산로 90 (고성동3가),대구광역시 북구 고성동3가 28-2 ,2020-10-13
유노래연습장,대구광역시 북구 학정로106길 7 (학정동),대구광역시 북구 학정동 928-9 2층 ,2020-10-13
와우노래연습장,대구광역시 북구 구암로 306 (구암동),대구광역시 북구 구암동 815-14 2층 ,2020-10-13
필통노래연습장,대구광역시 북구 호암로 28-3 (칠성동2가),대구광역시 북구 칠성동2가 378-29 ,2020-10-13
블루,대구광역시 북구 동변로 97 (동변동),대구광역시 북구 동변동 669-1 (3층) ,2020-10-13
천궁노래연습장,"대구광역시 북구 노원로 86, 2층 (노원동3가)",대구광역시 북구 노원동3가 1037 ,2020-10-13
참새노래연습장,"대구광역시 북구 유통단지로8길 72, 지하1층 (산격동)",대구광역시 북구 산격동 180 (지하 1층) ,2020-10-13
케이팝동전노래연습장,"대구광역시 북구 동천로 132, 4층 (동천동)",대구광역시 북구 동천동 899-4 (4층) ,2020-10-13
블링블링동전노래연습장,"대구광역시 북구 학정로 440, 2층 (구암동)",대구광역시 북구 구암동 765-2 ,2020-10-13
수노래연습장,"대구광역시 북구 학정로106길 15, 2층 (학정동)",대구광역시 북구 학정동 928-6 ,2020-10-13
텐텐동전노래연습장,"대구광역시 북구 칠곡중앙대로69길 5, 2층 (태전동)",대구광역시 북구 태전동 983-4 ,2020-10-13
엔노래연습장,"대구광역시 북구 칠곡중앙대로65길 12, 1층 (태전동)",대구광역시 북구 태전동 987-16 ,2020-10-13
와우동전노래연습장,"대구광역시 북구 대학로 83, 지하1층 (산격동)",대구광역시 북구 산격동 1341-2 ,2020-10-13
오페라노래연습장,대구광역시 북구 호암로 8 (칠성동2가),대구광역시 북구 칠성동2가 125-7 ,2020-10-13
씽씽쏭쏭동전노래연습장,대구광역시 북구 침산로 162-17 (침산동),대구광역시 북구 침산동 295-11 ,2020-10-13
씽씽쏭쏭동전노래연습장(2호),대구광역시 북구 침산로 162-17 (침산동),대구광역시 북구 침산동 295-11 ,2020-10-13
마이오디션 (동전),"대구광역시 북구 대학로 153, 2층 (산격동)",대구광역시 북구 산격동 1289-26 2층 ,2020-10-13
텐텐동전 노래연습장,"대구광역시 북구 학정로 421, 일도프라자 2층 203호 (동천동)",대구광역시 북구 동천동 912-1 일도프라자 ,2020-10-13
빅몽키동전노래연습장,"대구광역시 북구 동북로 265-1, 2,3층 (복현동)",대구광역시 북구 복현동 340-4 ,2020-10-13
시크릿노래연습장,"대구광역시 북구 경진로1길 18, 3층 (복현동)",대구광역시 북구 복현동 413-6 ,2020-10-13
앵콜동전노래연습장,"대구광역시 북구 침산로 158, 101동 지하1층 B101호 (침산동, 건영하이츠상가)",대구광역시 북구 침산동 296-1 101동 B101호,2020-10-13
스타일동전 노래연습장,"대구광역시 북구 칠곡중앙대로 343, 2층 (태전동)",대구광역시 북구 태전동 989-1 ,2020-10-13
탑보이스동전 노래연습장,"대구광역시 북구 동천로 128-9, 3층 (동천동)",대구광역시 북구 동천동 898-2 ,2020-10-13
불탄노래연습장,"대구광역시 북구 태전로 13, 2층 (태전동)",대구광역시 북구 태전동 157-1 ,2020-10-13
빅동전노래연습장,"대구광역시 북구 칠곡중앙대로69길 3, 2층 (태전동)",대구광역시 북구 태전동 983-5 ,2020-10-13
큐노래연습장,"대구광역시 북구 옥산로 94-10, 지하1층 (고성동3가)",대구광역시 북구 고성동3가 26-7 ,2020-10-13
벤츠노래연습장,"대구광역시 북구 동천로 125-10, 3층 (동천동)",대구광역시 북구 동천동 904-3 ,2020-10-13
엔조이동전노래연습장,"대구광역시 북구 칠곡중앙대로69길 14-3, 지하1층 (태전동)",대구광역시 북구 태전동 969-21 ,2020-10-13
뱅뱅뱅동전노래연습장,"대구광역시 북구 구암로 140, 3층 (구암동)",대구광역시 북구 구암동 649-2 ,2020-10-13
썸동전노래연습장,"대구광역시 북구 학정로 429, 로데오프라자 2층 203호 (동천동)",대구광역시 북구 동천동 896-5 로데오프라자 ,2020-10-13
발리노래연습장,"대구광역시 북구 대현로 96, 지하1층 (대현동)",대구광역시 북구 대현동 407-12 지하1층 ,2020-10-13
피플죤동전노래연습장,"대구광역시 북구 대현로19길 42, 3층 (대현동)",대구광역시 북구 대현동 104-13 ,2020-10-13
심쿵노래연습장,"대구광역시 북구 한강로6길 14, 2층 (사수동)",대구광역시 북구 사수동 956 ,2020-10-13
와우동전노래연습장(복현점),"대구광역시 북구 동북로 212, 3층 (복현동)",대구광역시 북구 복현동 400-1 ,2020-10-13
공기반소리반코인노래연습장,"대구광역시 북구 대학로 83, 2층 (산격동)",대구광역시 북구 산격동 1341-2 2층 ,2020-10-13
소울보이스 경북대점 (동전),"대구광역시 북구 경대로5길 34, 2층 (대현동)",대구광역시 북구 대현동 112-69 2층 ,2020-10-13
놀자동전노래연습장,"대구광역시 북구 한강로4길 13, 2층 109호 (사수동)",대구광역시 북구 사수동 965 ,2020-10-13
엠넷스타동전노래연습장,"대구광역시 북구 영송로 4, 3층 (태전동)",대구광역시 북구 태전동 253-5 ,2020-10-13
엠오(MO)동전노래연습장,"대구광역시 북구 경대로7길 39, 2층 (대현동)",대구광역시 북구 대현동 119-41 ,2020-10-13
히트코인노래연습장,"대구광역시 북구 동천로 128-16, 2층 (동천동)",대구광역시 북구 동천동 910-4 ,2020-10-13
소울보이스동전노래연습장,"대구광역시 북구 경대로19길 7, 2층 (복현동)",대구광역시 북구 복현동 618-20 2층 ,2020-10-13
아지트동전노래연습장,"대구광역시 북구 동북로 301, 2층 (복현동)",대구광역시 북구 복현동 364-4 ,2020-10-13
투썸동전노래연습장,"대구광역시 북구 구암로32길 6-12, 2층 (구암동)",대구광역시 북구 구암동 652 ,2020-10-13
락휴 코인노래연습장 대구보건대점,"대구광역시 북구 칠곡중앙대로65길 21, 1층 (태전동)",대구광역시 북구 태전동 253-3 ,2020-10-13
소울보이스동전노래연습장복현점,"대구광역시 북구 복현로 36, 3층 (복현동)",대구광역시 북구 복현동 249-3 ,2020-10-13
짱동전노래연습장,"대구광역시 북구 내곡로 38-6, 2층 (사수동)",대구광역시 북구 사수동 827 ,2020-10-13
더불러코인노래연습장,"대구광역시 북구 호국로 225, 2층 (서변동)",대구광역시 북구 서변동 1783-6 ,2020-10-13
