관리기관명,소재지지번주소,설치년월,보관일수,카메라대수,경도,소재지도로명주소,위도,설치목적구분,촬영방면정보,데이터기준일자,카메라화소수,관리기관전화번호
대구광역시 북구청 정보통신과,,,30,1,128.544649,대구광역시 북구 칠곡중앙대로69길 24-1,35.927014,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545755,대구광역시 북구 칠곡중앙대로69길15,35.926702,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545697,대구광역시 북구 칠곡중앙대로67길12,35.926315,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558174,대구광역시 북구 대천로81(1),35.937209,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.567958,대구광역시 북구 구암로60길 6,35.936919,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55416,대구광역시 북구 대천로9길 11,35.938507,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.567521,대구광역시 북구 구암로60길 8-22,35.936227,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.590622,대구광역시 북구 침산로 162,35.890654,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.590622,대구광역시 북구 침산로 162,35.890654,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.591401,대구광역시 북구 침산로 148,35.889568,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.564844,대구광역시 북구 학정로 551-42,35.954014,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601831,대구광역시 북구 칠성시장로7길40-1,35.875862,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.581448,대구광역시 북구 칠성남로2안길39-7,35.879612,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.58219,대구광역시 북구 칠성남로 18,35.879582,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.573284,대구광역시 북구 오봉로7길 65,35.891648,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.540399,대구광역시 북구 매천로동17길 25,35.906573,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.549266,대구광역시 북구 학정로13길 33,35.916754,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.548781,대구광역시 북구 태암로2길 5-7,35.928347,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.574765,대구광역시 북구 오봉로7길37,35.891163,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.56996,대구광역시 북구 팔달로35길30,35.889934,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.571297,대구광역시 북구 팔달로37길24,35.889513,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613959,대구광역시 북구 경진로4길 8,35.89471,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.614806,대구광역시 북구 경진로4길20-2,35.894048,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.615585,대구광역시 북구 경대로23길89,35.893061,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616101,대구광역시 북구 경대로23길 75-4,35.892437,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616283,대구광역시 북구 경대로23길 100-4,35.893058,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.6017,대구광역시 북구 칠성시장로13길 13,35.879062,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608112,대구광역시 북구 신암로73-18,35.878994,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607539,대구광역시 북구 대학로13길41,35.895446,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600871,대구광역시 북구 동변로24길 22-3,35.923294,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.606968,대구광역시 북구 산격로14길15,35.896079,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.609382,대구광역시 북구 산격로14길38,35.895914,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.609389,대구광역시 북구 대동로6길 22,35.895454,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.602469,대구광역시 북구 동변로15길 9,35.920681,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594128,대구광역시 북구 연암로31길 23,35.898766,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594166,대구광역시 북구 연암로31길 14,35.898018,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594242,대구광역시 북구 연암로31길 29-2,35.89928,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593729,대구광역시 북구 연암로33길 20,35.898841,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.598435,"대구광역시 북구 칠성시장로23길50, 옥산초교",35.882377,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.585807,대구광역시 북구 고성북로10길 20,35.883476,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552363,대구광역시 북구 태암남로9길 5,35.9256,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.569566,"대구광역시 북구 노원로10길29-12, 팔달공원",35.892171,시설물관리,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.569261,"대구광역시 북구 팔달로27길109, 팔달공원",35.892857,시설물관리,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616904,"대구광역시 북구 경진로46-1, 장미공원",35.893154,시설물관리,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.620143,대구광역시 북구 복현로 105,35.899419,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.598895,대구광역시 북구 칠성로 90,35.878752,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.62062,대구광역시 북구 검단로 116-9,35.906609,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.60843,대구광역시 북구 화담길117,35.919164,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54499,대구광역시 북구 관음중앙로21길4-24(1),35.944344,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.543013,대구광역시 북구 관음중앙로17길 13-1,35.942181,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547333,대구광역시 북구 칠곡중앙대로105길 32,35.943315,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544889,대구광역시 북구 관음동로15길 19-1,35.939316,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545674,대구광역시 북구 관음동로9길 12,35.937464,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547831,대구광역시 북구 관음중앙로32길 40,35.941637,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55706,대구광역시 북구 동천로23길30-3,35.942766,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.546741,"대구광역시 북구 학정로7길2, 엘리트어린이집",35.913782,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616559,대구광역시 북구 동북로 232-1,35.895859,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566261,대구광역시 북구 구암로232,35.932087,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555703,대구광역시 북구 태암로18길20-22,35.926143,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55878,대구광역시 북구 팔거천동로34길 10,35.938323,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.551538,대구광역시 북구 칠곡중앙대로86길32-19,35.93285,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.590357,대구광역시 북구 성북로63-2,35.89226,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.573596,대구광역시 북구 노원동로6길 14-5,35.893422,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.563094,대구광역시 북구 노곡로3길2,35.905811,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.549215,대구광역시 북구 태암로4길17,35.927065,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.548007,대구광역시 북구 태암로2길 20,35.927026,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.596602,대구광역시 북구 연암로32길7-2,35.89788,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.575898,대구광역시 북구 조야로 72,35.913087,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.604952,대구광역시 북구 동변로16길 11-1,35.920822,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552392,대구광역시 북구 구암로17길 36,35.934504,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.576367,대구광역시 북구 조야로37,35.910489,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.543831,대구광역시 북구 관음중앙로21길 11,35.943403,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545562,대구광역시 북구 칠곡중앙대로95길33-1,35.938862,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552253,대구광역시 북구 칠곡중앙대로86길 38,35.933694,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547338,대구광역시 북구 관음중앙로29길 27-2,35.947371,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.57454,대구광역시 북구 구리로36길3-5,35.947496,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.595895,대구광역시 북구 호국로39길27-6,35.918776,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.604952,대구광역시 북구 동변로16길 11-1,35.920822,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.621061,대구광역시 북구 연경동 872-5,35.944561,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.564459,대구광역시 북구 구암로43길 7,35.932619,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545145,대구광역시 북구 태전로6길 2-1,35.923334,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54642,대구광역시 북구 학정로7길 19,35.915361,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545523,대구광역시 북구 태전로6길 24,35.925207,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547067,대구광역시 북구 칠곡중앙대로77길9,35.930563,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54057,대구광역시 북구 태전로15길 27,35.925203,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552253,대구광역시 북구 팔거천동로4길3-15,35.927213,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.586963,대구광역시 북구 성북로5길 24-1,35.893114,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.5865,대구광역시 북구 성북로1길 41-2,35.893342,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599373,대구광역시 북구 침산남로44길31,35.884842,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.602022,대구광역시 북구 칠성시장로7길 39-54,35.874806,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601522,대구광역시 북구 공평로170,35.879018,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600386,대구광역시 북구 칠성남로38길 18,35.875157,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.574986,대구광역시 북구 노원동로8길 26,35.892659,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.578472,대구광역시 북구 오봉로6길 13-7,35.890677,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.581111,대구광역시 북구 침산남로서9길2,35.891052,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.621465,대구광역시 북구 복현로20길86,35.906947,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.57867,대구광역시 북구 오봉로169,35.902663,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.615988,대구광역시 북구 경진로8길 3,35.8936,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.615857,대구광역시 북구 경대로17길 28,35.890969,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.603855,대구광역시 북구 신천동로 674,35.879971,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608843,대구광역시 북구 대현로15길 22-1 리리어린이집,35.884876,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.612828,대구광역시 북구 대현로19길 70,35.886045,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.609781,대구광역시 북구 대현로19길21,35.884375,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601412,대구광역시 북구 산격로서9길14 영지어린이집,35.895197,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.618252,대구광역시 북구 경진로 59-7,35.89275,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600757,대구광역시 북구 산격로서9길17-2 영지어린이집,35.894993,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600321,대구광역시 북구 산격로11길48,35.895924,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601421,대구광역시 북구 연암공원로14길14,35.896441,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.542953,대구광역시 북구 관음중앙로17길23,35.94302,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.542953,대구광역시 북구 관음중앙로17길23,35.94302,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.564534,대구광역시 북구 동암로128-10,35.943263,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544298,대구광역시 북구 관음중앙로17길4,35.94204,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.570531,대구광역시 북구 학남로15길5,35.946371,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.539191,대구광역시 북구 장태실2길21,35.896637,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.556641,대구광역시 북구 팔거천동로142,35.93672,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.556517,대구광역시 북구 팔거천동로166,35.936369,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.602913,대구광역시 북구 동변로15길 5,35.920706,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608294,대구광역시 북구 대학로15길8-1,35.89272,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.570538,대구광역시 북구 팔달로35길72,35.891769,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619615,대구광역시 북구 복현로34길9,35.904199,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.59967,대구광역시 북구 칠성시장로25길15,35.884498,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.60951,대구광역시 북구 대현로96,35.882322,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599158,대구광역시 북구 칠성로19길11-4,35.879733,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607072,대구광역시 북구 대현남로서4길8-7,35.87917,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593153,대구광역시 북구 고촌길171-1,35.912093,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.537014,대구광역시 북구 (대체)장태실2길43,35.895791,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.612756,대구광역시 북구 동북로37길34,35.901061,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.569264,대구광역시 북구 학정로110길45,35.952127,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.572431,대구광역시 북구 노원로16길47,35.893239,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616325,대구광역시 북구 동북로50길18,35.894229,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.60843,대구광역시 북구 대동로4길11,35.897424,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.596158,대구광역시 북구 칠성남로25길19,35.878531,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.581518,대구광역시 북구 옥산로9길8,35.886156,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.597558,대구광역시 북구 칠성로17길23(1),35.880552,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.597558,대구광역시 북구 칠성로17길23(2),35.880552,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600291,대구광역시 북구 칠성남로37길7-6,35.877321,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601531,대구광역시 북구 칠성시장로73-1,35.880217,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.580647,대구광역시 북구 오봉로16길23,35.894353,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613815,대구광역시 북구 동북로37길24,35.900479,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.618548,대구광역시 북구 동북로52길7,35.893758,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.600589,대구광역시 북구 칠성시장로105,35.88297,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.614979,대구광역시 북구 경진로8길13-5,35.893452,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.583914,대구광역시 북구 옥산로75,35.885198,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.609377,대구광역시 북구 대동로6길40,35.893841,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.574945,대구광역시 북구 오봉로3길28,35.89009,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593245,대구광역시 북구 침산남로165-15,35.88882,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.543101,대구광역시 북구 관음중앙로17길29-1,35.943686,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.539909,대구광역시 북구 매천로17길10,35.904602,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.601562,대구광역시 북구 동변로15길18-1,35.920839,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545991,대구광역시 북구 칠곡중앙대로63길7-1,35.923907,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.567814,대구광역시 북구 학정동로77,35.950854,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544429,대구광역시 북구 칠곡중앙대로북53길5,35.919164,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.595695,대구광역시 북구 서변로9길10,35.920129,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599555,대구광역시 북구 칠성남로35길22,35.878045,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554724,대구광역시 북구 태암남로11길20-27,35.927292,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.584088,대구광역시 북구 고성로34길14,35.88024,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599523,대구광역시 북구 칠성남로38길28,35.87536,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.596352,대구광역시 북구 칠성로66,35.879197,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.58205,대구광역시 북구 침산남로9길43,35.892309,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.584844,대구광역시 북구 침산남로9길118,35.897226,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.585518,대구광역시 북구 노원로48길8-3,35.899899,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599483,대구광역시 북구 침산남로44길7,35.886121,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.586572,대구광역시 북구 성북로5길21,35.892648,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.578389,대구광역시 북구 침산남로7길51-1,35.892958,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608916,대구광역시 북구 대학로17길6,35.892951,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.603004,대구광역시 북구 산격동산17-7,35.899155,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.602898,대구광역시 북구 대현로3길2-2,35.886708,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.606304,대구광역시 북구 대현남로2길45,35.878642,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.596168,대구광역시 북구 호국로43길28,35.921235,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.543731,대구광역시 북구 칠곡중앙대로북53길25,35.920754,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545263,대구광역시 북구 칠곡중앙대로55길11,35.91953,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544002,대구광역시 북구 관음중앙로17길8-8,35.942465,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547324,대구광역시 북구 관음동로139,35.945217,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.583366,대구광역시 북구 도남동550-1,35.961352,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.598839,대구광역시 북구 서변동1798,35.915327,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.540542,대구광역시 북구 매천동383,35.908033,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.602409,대구광역시 북구 칠성동2가408-9,35.879113,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.627102,대구광역시 북구 검단동1159,35.913714,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611301,대구광역시 북구 대현로19길54,35.88617,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.610079,대구광역시 북구 경대로7길36,35.885753,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616685,대구광역시 북구 경대로23길 61,35.892064,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.617981,대구광역시 북구 경대로23길 11-1,35.890579,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.615912,대구광역시 북구 경대로17길 26,35.890878,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.617638,대구광역시 북구 경대로19길 46,35.890626,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.617119,대구광역시 북구 경대로19길 11,35.889412,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.616574,대구광역시 북구 경대로서19길 26,35.890532,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.606495,대구광역시 북구 대학로9길 74-22,35.896505,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607475,대구광역시 북구 대학로13길 62,35.897203,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607559,대구광역시 북구 대학로13길 53,35.896581,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608225,대구광역시 북구 대동로8길 24-1,35.896722,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.608398,대구광역시 북구 대동로 12,35.897604,생활방범,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.609388,대구광역시 북구 대동로8길 14,35.89668,생활방범,,2018-06-30,200,053-665-4481
